,AZD-8055,Dactolisib,Dasatinib,MK-2206,Nintedanib,Mirdametinib,Pictilisib,Refametinib,Selumetinib,Staurosporine,Tideglusib
PTK2,1.0,1.0,2.739993684436115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARHGAP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.71272586934642,1.0
RCC2,1.0,1.0,2.26945004800753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HNRNPR,1.0,1.0,2.26125958292284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C1orf226,1.0,1.0,5.31871423779175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"BCLAF1, THRAP3",1.0,1.0,2.46440927058057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RPS6KA1,1.0,1.90491299747535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPFIBP2,1.0,1.0,1.99983542705788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EHBP1,1.0,1.879440829606406,1.0,2.1393474866654167,1.0,1.0,1.0,2.72827227720275,1.0,3.42992535837051,1.0
AKAP12,1.0,2.08330310838302,1.82170154729483,2.717689383333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AMPD2,1.0,1.98637105795302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEPT9,1.0,1.0,1.6633463187298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"TLE3, TLE4",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.86785454887538,1.0
BAG6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.977055726739565,1.0
ATAD2,1.0,1.0,4.98043116325876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TBC1D5,1.0,1.81832711412898,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPN1,1.0,1.0,3.24035694144374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OFD1,1.0,1.0,3.15433796978629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
API5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67180480343552,1.0,1.0,1.0
CD44,1.0,1.78817763866054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"R3HDM1, R3HDM2",1.0,1.0,2.29547384057473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PLEC,1.0,1.0,2.17962885144021,2.327155795106993,1.69499783077783,1.0,1.0,1.0,2.327155795106993,1.0,1.0
TCEB3,1.0,1.93974873997752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MAF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.68099677022836,1.0
"DUSP16, DUSP8",1.0,1.88670112705892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLC9A7,1.0,1.97615612399985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARID1A,1.0,1.0,2.45612202595227,1.0,1.0,1.0,1.0,1.0,1.0,1.95636295369095,1.0
TRIP12,1.0,1.7528150399519649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.71162792603239,1.0
NSUN2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.80255156904968,1.0
MTDH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.75961228993822,1.0
BPTF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.96708623209897,1.0
C12orf29,1.0,1.0,2.50347115376301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AGFG1,1.0,1.0,2.2565657863649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RGS10,1.0,2.09734520793525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLAIN2,1.0,1.864981581682275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EML4,1.0,1.0,1.66011235176507,1.0,1.0,1.0,1.0,1.0,1.0,1.9047234886799205,1.0
SPAG9,1.0,1.0,2.69858413290815,1.0,1.0,1.0,1.0,1.69915261623529,1.0,1.8617000572418552,1.0
RBM15B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.81905883369718,1.0
RBM15,1.0,1.0,2.84506831619506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EIF2B4,1.0,1.0,2.48450314857344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIPA1L3,1.0,1.82466439534946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VGLL4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6761090899749,1.0
PCYT1A,1.0,1.0,2.0318455973185,1.0,1.0,1.0,1.0,1.0,1.0,4.528886326900755,1.0
RNF31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.97894667177532,1.0
CCDC86,1.0,1.87425969307748,1.0,1.85184756185596,1.0,1.0,1.0,1.0,1.0,2.0036928349014183,1.0
FRS2,1.0,1.77977922056811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TBC1D10B,1.0,1.75506949986428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HIST1H1B,1.0,1.0,1.844613990350855,2.21864832385763,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SCAF8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.994870840079395,1.0
"ACTA1, ACTA2, ACTB, ACTC1, ACTG1, ACTG2, POTEE, POTEF, POTEI",1.0,1.0,1.0,1.0,1.0,1.7312309606736,1.0,1.0,1.0,1.0,1.0
DOCK5,1.0,1.81787266899122,1.0,2.743048806,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPIP5K2,1.0,1.0,2.39822864848825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FAM83H,1.0,1.0,1.0,2.357664284,1.0,1.0,1.0,1.0,1.0,2.0367280640548038,1.0
PTPN14,1.0,1.0,2.81304151779944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KIF21A,1.0,1.0,1.0,2.0556363295,1.0,1.0,1.0,1.0,1.0,1.9315216567673752,1.0
INO80B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8862082273151,1.0
PARG,1.0,1.0,2.01988992071211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRTC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.84461599321163,1.0
KIF23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.69474694241578,1.0
IRF6,1.0,1.0,2.08478505584589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EPHA2,1.0,1.0,1.0,1.77516946821134,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"STK3, STK4",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7008923151867,1.0
CSTF3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.79489839108649,1.0
AHCTF1,1.0,2.04018721936223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67858263371289,1.0
SIPA1,1.0,1.0,2.03404805710255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
METAP2,1.0,1.0,1.68194012091324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ASPH,1.0,1.0,2.27731600515564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DDX54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.68585710997817,1.0
"HIST1H3A, HIST2H3A, HIST3H3",1.0,1.0,1.811871305284205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TLN1,1.0,1.0,2.6631787698634097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KANK2,1.0,1.833146888304105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FLNB,1.0,1.0,1.69429607397945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SUPT5H,1.0,1.0,2.98849414369397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DNAJC2,2.39027844950895,2.25855348543475,1.0,2.229021571,1.0,1.0,2.54800369502264,1.0,1.0,1.0,1.0
BMS1,1.0,1.0,2.01743692282492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MLPH,1.0,1.90703928897119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.71515125096782,1.0
"GRK5, GRK6",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.96365913963216,1.0
KLC2,1.0,1.93724787850041,2.02393792264995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SH2D4A,1.0,2.588315059457,1.0,1.0,1.0,1.0,1.0,1.71177453481433,1.0,2.28203506834848,1.0
SH3PXD2B,1.0,1.75168220050952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WHSC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.807090327877305,1.0
CABLES1,1.0,1.80925675773584,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATXN2,1.0,1.0,2.7856376542223,1.0,1.0,1.0,1.0,1.0,1.0,2.24073440684723,1.0
RG9MTD2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.72099609866917,1.0
N4BP1,1.0,1.99574319165154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.88600269018288,1.0
TNIP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.72282988111967,1.0
UBAP2L,1.86898212583209,1.72845155779666,2.03785512918207,2.927224285,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCNY,1.0,1.83305408921217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TAOK2,1.0,1.76100540180995,2.05151847125431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CPLX2,1.0,1.0,1.0,2.112411909,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PSIP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.95748935653871,1.0
NCAPD2,1.0,1.0,1.67273341820093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOGA2,1.0,1.0,1.85505887017001,1.0,1.0,1.0,1.0,1.0,1.0,2.25403158857301,1.0
CASKIN2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.48300735473474,1.0,1.0,1.0
PKP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.93940933738901,1.0
EPB41L2,1.0,1.81390797566668,2.24161165138716,1.0,1.0,1.0,1.0,1.0,1.0,1.75381792159862,1.0
KBTBD11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.04884017490057,1.0
ZC2HC1A,1.0,1.0,1.79347837624544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AFAP1L2,1.0,1.869947658857495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NFKB2,1.0,1.0,1.79808814794717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NAA10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7349015991334351,1.0
DBNL,1.0,1.98245871989881,1.6769079775377,2.5564856535,1.69031975496095,1.0,1.0,1.0,1.0,1.0,1.0
ATRX,1.0,2.04290035580615,2.16721021379764,1.0,1.0,1.0,1.78442772146942,1.0,1.0,1.72108386218033,1.0
WIZ,1.0,1.0,2.10143491512452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MLLT3,1.0,1.0,1.0,2.604739736,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HMMR,1.0,1.0,1.7012311618034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARHGAP21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.00926146411659,1.0
CDKL5,2.62563076309922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
STRN3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.80654626838511
NCBP1,1.0,1.76631263183247,1.0,2.257445047,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TGFB1I1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.69986329781232,1.0
ZNF295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.68645966976191,1.0
MED13L,1.0,2.07250497870978,1.0,1.79784305535291,1.0,1.0,1.0,1.0,1.0,1.0,1.0
USP39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.66820470416304,1.0
MPDZ,1.0,1.99728620558365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TPD52L1,1.0,1.0,2.43702925025278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATP2B1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.74892394768547,1.0
IRF2BPL,1.0,1.0,1.0,2.085541751,1.0,1.0,1.0,1.0,1.0,1.785196349836645,1.0
SPN,1.0,1.0,2.60708489022904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABCF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5344721110254,1.0
PFKFB3,1.0,1.72564689495251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCM1,1.76629410859424,1.9566469389873236,2.4026969872816,2.346974503,1.0,1.0,1.0,1.0,1.0,2.01521720128369,1.0
NUCKS1,1.0,1.0,2.29568880340537,1.0,1.0,1.0,1.0,1.0,1.0,2.1321450039296423,1.0
EPS8,1.0,1.0,1.69375663230326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLK,1.0,1.0,1.0,1.0,2.08968219401893,1.0,1.0,1.0,1.0,3.631985915535978,1.0
PRPF4B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.29433351311231,1.0
"CTNNA1, CTNNA2",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.88246270931126,1.0
SMG1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.73689880904111,1.0
MIA3,1.0,1.79690178039909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZDHHC5,1.0,1.0,2.23215042957609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARFIP1,1.0,2.31092909753131,1.0,1.0,2.36666219752865,1.0,1.0,2.2873676837641,1.0,1.0,1.0
KIAA1143,1.0,1.0,1.72808778190167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KAT7,1.0,1.66141159559058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFKFB2,1.0,1.0,2.43469171850935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"TUBB, TUBB2A, TUBB2B, TUBB4A, TUBB4B",1.0,1.0,1.88288730975177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NCOR1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3759781716541557,1.0
WBSCR22,1.0,1.0,1.86772742176926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TLE1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.82904629477296,1.0
BACH1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67811453990881,1.0
SRRT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7313837139849,1.0
SRGAP2,1.0,1.0,1.83913564603396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HTATSF1,1.0,1.89122659621745,8.7632156202394,1.0,1.0,1.0,1.0,1.0,1.0,1.84599639864792,1.0
RAB11FIP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.20300150160982,1.0
GCN1L1,1.0,1.0,1.0,1.0,1.87337104635867,1.0,1.0,1.0,1.0,1.0,1.0
DNTTIP2,1.0,1.0,2.49188682227758,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SRSF9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.103743788267415,1.0
RPS26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85500096718966,1.0
TCEAL1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.83319167813967,1.0
LRRC41,1.0,1.797269968398505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CDS2,1.0,1.0,2.31850285273509,1.0,1.0,1.0,1.0,1.0,1.0,2.15733912240076,1.0
PPM1G,1.0,2.18454628398475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.56854689597072,1.0
CMIP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.98761592521822,1.0
TTK,1.0,1.0,2.02202994237733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRPM7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8483069794129,1.0
BTBD11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.66124733258972
SMPD4,1.0,1.0,2.05074580077526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLC39A6,1.0,1.71209587785525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SRRM1,1.0,1.0,2.54429223066555,1.0,1.0,1.0,1.68472314004025,1.0,1.0,2.463088065150312,1.0
SVIL,1.0,1.0,2.36574330216162,1.0,1.0,1.0,1.0,1.0,1.0,2.19554465009373,1.0
PTPN12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6767364620208,1.0
PNN,1.84814595253981,1.81940290890032,2.09386256467895,1.71947408008032,1.0,1.0,1.77950737529205,1.0,1.0,1.0,1.0
NDRG1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.04356685808963,1.0
LSM14A,1.0,2.1878622551668654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LSR,1.0,1.0,2.2532123646702837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KIAA0754,1.0,1.88588997846316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SPP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.90604339225459,1.0
MAP4,1.0,1.0,1.79029639021712,1.0,1.0,1.0,1.0,1.0,1.0,1.68317143668031,1.0
CCNK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.09455049816833,1.0
HMGA1,1.0,1.0,1.70330116716705,1.0,1.66893697065123,1.0,1.0,1.0,1.0,2.361937445074176,1.0
ZFP36L1,1.0,1.953232224785445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP36,1.0,2.8123893896606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.20877748717883,1.0
EEPD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.75276624307171,1.0
BAZ1B,1.0,1.0,1.81331708524184,1.0,1.0,1.0,1.0,1.0,1.0,1.66150344539981,1.0
"POM121, POM121B, POM121C",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.74881514844842,1.0
RRP1B,1.0,2.03687258387607,1.0,1.0,1.0,1.0,2.01960449965598,1.0,1.0,1.71206952318362,1.0
NUP214,1.0,1.98753962024942,2.08143994708613,2.055128315,1.0,1.0,1.0,2.05552890845336,1.0,4.06957384991162,1.0
TRIM28,1.0,1.0,1.9357511558165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
JUNB,1.0,1.0,2.14063843291182,1.0,1.0,1.0,1.0,1.0,1.0,1.77395243015039,1.0
RTF1,1.0,1.0,2.27228838045499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CWC22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.28939168230068,1.0
ARHGAP27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85002223606617,1.0
SLC7A11,1.0,1.75488462184157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOS1,1.89969849894801,2.069505326246903,2.51760299126525,1.8706305623091068,1.0,1.0,1.765734402966335,1.0,1.0,1.0,1.0
PHLDB2,1.0,1.0,2.44544371014169,2.251733474,1.0,1.0,1.0,1.0,1.0,1.67578917892379,1.0
MLTK,1.0,1.0,2.13293488613374,1.0,1.0,1.0,1.0,1.0,1.0,1.73126488826696,1.0
DENND4C,1.0,1.9872133371440124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PAK4,1.0,1.0,1.0,2.16837445,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SCAF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.43054113602519,1.0
SETD2,1.0,1.0,2.11336585927841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPATCH2,1.0,2.24335537237055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KLC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.21197651109248,1.0
ILF3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.54166821702929,1.0
MAPRE2,1.0,1.0,1.72341501933376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IQGAP3,1.0,1.0,1.69046336760019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MMGT1,1.0,1.0,3.19051250551089,1.0,1.0,1.0,2.77475983203209,1.0,1.0,1.0,1.0
"PRKD1, PRKD2, PRKD3",1.0,3.014521607896775,1.0,1.0,1.0,1.0,1.0,1.76450841223809,1.0,1.0,1.0
MAPK1,1.0,2.00189029737764,1.0,2.363409589,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RRP8,1.0,1.0,3.69642277231561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PEAR1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.82839361387592,1.0
FAM208A,1.0,1.95075931427876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NUMA1,1.0,1.0,2.86395649023544,1.0,1.0,1.0,1.0,1.0,1.0,2.01862037486816,1.0
MATR3,1.0,1.72408918168797,1.0,1.732784219281,1.0,1.0,1.0,1.0,1.0,2.418442446600523,1.0
POLR1D,1.0,1.0,1.90227123703573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TAF9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25160727056559,1.0
"PDE4A, PDE4B, PDE4C, PDE4D",1.0,2.7597968397197,1.0,1.0,1.0,1.0,1.9747355168857,1.0,1.0,1.0,1.0
TAOK3,1.0,1.0,2.13630116633117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GZF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.98225622292597,1.0
PANK1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.81755082315975,1.0
STIM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.29839587582096,1.0
OSBPL11,1.0,1.96125260587572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WTAP,1.0,1.0,2.02084710018339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CIC,1.0,1.0,3.016556801961343,3.3855959568383693,1.0,2.1650491822122,1.0,2.5556290547027403,5.210858949660442,4.33823955133962,1.0
ITGB4,1.0,1.0,2.09049697377412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SPATA2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.87952045145477,1.0,1.0,1.0
TMEM206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.227001934651245,1.0
NCOA1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.68034890772388
MED24,1.0,1.0,1.0,1.0,1.0,1.0,1.71380525040739,1.0,1.0,1.0,1.0
"HSPA1A, HSPA1L",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.95181266197075,1.0
PRR11,1.0,1.70390378204622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAM2,1.0,1.0,1.71733168189071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LARP7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.98827531038688,1.0
ENSA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.73381226803824,1.0
SRSF3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5296010668436,1.0
LEO1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.35984319030205,1.0
HAUS6,1.0,1.0,1.73606353188683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MAP4K4,2.06438025366029,1.0,1.94729699096582,1.0,2.72537573825067,1.0,1.0,1.0,1.0,3.60743885755975,1.0
NCOA3,1.0,1.0,2.00561378209522,1.0,1.0,1.0,1.0,1.0,1.0,1.8643417939156963,1.0
FNIP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.73029821681843,1.0
PLCH1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LRCH3,1.0,1.0,2.156765856773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCDC137,1.0,1.0,1.0,2.237489698,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RASSF2,1.0,1.0,1.0,1.0,2.091426707569015,1.0,1.0,1.0,1.0,1.0,1.0
"RPS27, RPS27L",1.0,1.0,2.773655242548295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C9orf78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.572549430266765,1.0
CHD1,1.73442347305791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FIP1L1,1.0,1.73584237636919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.73167637378619,1.0
VCPIP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.99852993011158,1.0
PHC3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67351064596113,1.0
IFT43,1.0,1.76621260423313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"POLH, RPS6",1.0,12.3505971616713,2.242313920755035,1.0,1.90324445196542,1.0,3.01176508177488,1.0,1.0,1.0,1.0
PSMD2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.66810200806356,1.0
SSFA2,1.0,1.0,3.322970068380045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ENO1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.841510008941305,1.0
MAP7D2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.89372892322133,1.0
MZT2B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25860243768294,1.0
BEND3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.05382048202996,1.0
